title,placeUrl,website,status,subtitle,rating,reviewCount,category,address,phoneNumber,searchQuery,email,phoneFromWebsite
Sally's Laundromat,https://www.google.com/maps/place/Sally%27s+Laundromat/data=!4m7!3m6!1s0x89c25888a0c4b031:0x9c58405cfceb2782!8m2!3d40.7839428!4d-73.978315!16s%2Fg%2F11cs2hczxp!19sChIJMbDEoIhYwokRgifr_FxAWJw,,No website found,,4.4,89,Laundromat,"200 W 80th St, New York, NY 10024, United States",+1 212-595-6180,small laundry in new york city,,
Laundry To GO,https://www.google.com/maps/place/Laundry+To+GO/data=!4m7!3m6!1s0x89c25bacc4a0161f:0xae47a76d4589ac12!8m2!3d40.7141856!4d-73.9910361!16s%2Fg%2F11k69zs0dw!19sChIJHxagxKxbwokREqyJRW2nR64,http://mrsbubbleslaundry.com/,Data found,,4.3,69,Laundromat,"148 E Broadway, New York, NY 10002, United States",+1 646-838-5005,small laundry in new york city,hi@mrsbubbleslaundry.com,
Laundry Works Delivers Hamperapp,https://www.google.com/maps/place/Laundry+Works+Delivers+Hamperapp/data=!4m7!3m6!1s0x89c2f67134e8b129:0x71de4f7a2f008f3f!8m2!3d40.8147697!4d-73.9420394!16s%2Fg%2F11cp71mdn3!19sChIJKbHoNHH2wokRP48AL3pP3nE,https://www.hamperapp.com/,Data found,,4.1,68,Laundromat,"123 W 135th St, Manhattan, NY 10030, United States",+1 646-852-6918,small laundry in new york city,,(412) 927-4669
Good Clean Laundromat,https://www.google.com/maps/place/Good+Clean+Laundromat/data=!4m7!3m6!1s0x89c2f41bb104b8b1:0xd1a53c956031e5b0!8m2!3d40.8524742!4d-73.9279479!16s%2Fg%2F1tzgkkyy!19sChIJsbgEsRv0wokRsOUxYJU8pdE,https://goodcleanlaundromat.vistaprintdigital.com/,No data found,,4.4,48,Laundromat,"500 W 188th St, New York, NY 10040, United States",+1 212-927-0261,small laundry in new york city,,
Village Bleachers,https://www.google.com/maps/place/Village+Bleachers/data=!4m7!3m6!1s0x89c25999c1484137:0xda662f94f0252000!8m2!3d40.733324!4d-73.993678!16s%2Fg%2F1td7v2sj!19sChIJN0FIwZlZwokRACAl8JQvZto,,No website found,,4.1,20,Laundromat,"34 E 11th St, New York, NY 10003, United States",+1 212-673-7999,small laundry in new york city,,
Gentle Wash Laundromat,https://www.google.com/maps/place/Gentle+Wash+Laundromat/data=!4m7!3m6!1s0x89c2599d4cef0393:0x18713aa67319a072!8m2!3d40.7256869!4d-73.9839901!16s%2Fg%2F1260pwb0c!19sChIJkwPvTJ1ZwokRcqAZc6Y6cRg,http://www.gentlewashlaundry.com/,Data found,,4.7,220,Laundromat,"97 Avenue A, New York, NY 10009, United States",+1 212-673-6886,small laundry in new york city,gentlewash97@gmail.com,(212) 673-6886
Supreme Laundromat,https://www.google.com/maps/place/Supreme+Laundromat/data=!4m7!3m6!1s0x89c2597819cb840d:0x755fc4730bf7839f!8m2!3d40.7247012!4d-73.9817023!16s%2Fg%2F11cs138zst!19sChIJDYTLGXhZwokRn4P3C3PEX3U,,No website found,,4.5,29,Laundry service,"96 Avenue B #2, New York, NY 10009, United States",+1 212-388-0211,small laundry in new york city,,
Super 1665 Laundromat Inc,https://www.google.com/maps/place/Super+1665+Laundromat+Inc/data=!4m7!3m6!1s0x89c258ba8bcd72a5:0x5f4dad27a1bc9bc4!8m2!3d40.7775028!4d-73.9492171!16s%2Fg%2F1w3w3yqs!19sChIJpXLNi7pYwokRxJu8oSetTV8,,No website found,,4.5,19,Laundromat,"1665 1st Ave. #1, New York, NY 10028, United States",+1 212-410-7549,small laundry in new york city,,
V&T's Laundry Box,https://www.google.com/maps/place/V%26T%27s+Laundry+Box/data=!4m7!3m6!1s0x89c2f681253c342f:0xac55b6cbbafecc9d!8m2!3d40.831127!4d-73.941006!16s%2Fg%2F11f0409kng!19sChIJLzQ8JYH2wokRncz-usu2Vaw,http://laundrylikeus.com/,Data found,,4.8,79,Laundromat,"906 St Nicholas Ave, New York, NY 10032, United States",+1 212-234-7333,small laundry in new york city,8c4075d5481d476e945486754f783364@sentry.io,(212)-234-7333
Sun Park Laundromat,https://www.google.com/maps/place/Sun+Park+Laundromat/data=!4m7!3m6!1s0x89c25a26dbe92a29:0x5929f579b057ea65!8m2!3d40.7150242!4d-73.9994444!16s%2Fg%2F1tcvctm0!19sChIJKSrp2yZawokRZepXsHn1KVk,,No website found,,4.0,79,Laundromat,"46 Mulberry St, New York, NY 10013, United States",+1 212-608-5307,small laundry in new york city,,
Celsious Laundry HQ,https://www.google.com/maps/place/Celsious+Laundry+HQ/data=!4m7!3m6!1s0x89c2595d8628207f:0x570f8427951a152c!8m2!3d40.7189901!4d-73.9592708!16s%2Fg%2F11fy2jm4dq!19sChIJfyAohl1ZwokRLBUalSeED1c,https://celsious.com/,Data found,,4.8,213,Laundromat,"115 N 7th St, Brooklyn, NY 11249, United States",+1 718-388-1221,small laundry in new york city,comeclean@celsious.com,(718) 388-1221
Grandma Laundromat,https://www.google.com/maps/place/Grandma+Laundromat/data=!4m7!3m6!1s0x89c25b40e3e9803b:0x6a9281e92ccc9365!8m2!3d40.7160224!4d-73.992395!16s%2Fg%2F11h7fntd7_!19sChIJO4Dp40BbwokRZZPMLOmBkmo,,No website found,,4.4,14,Laundromat,"35 Allen St, New York, NY 10002, United States",+1 212-966-0285,small laundry in new york city,,
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c2f77b73f42d7d:0xd2e7290728e0c705!8m2!3d40.7994024!4d-73.9677821!16s%2Fg%2F1tdqpl4k!19sChIJfS30c3v3wokRBcfgKAcp59I,http://www.msbubblegreen.com/,No data found,,4.2,81,Laundromat,"224 W 104th St, New York, NY 10025, United States",+1 917-675-6427,small laundry in new york city,,
"Best Laundromat & Laundry Service in East Harlem, NYC: Laundry Time","https://www.google.com/maps/place/Best+Laundromat+%26+Laundry+Service+in+East+Harlem,+NYC:+Laundry+Time/data=!4m7!3m6!1s0x89c258a80b53ffff:0xef77e93b8dfd41b8!8m2!3d40.788327!4d-73.947394!16s%2Fg%2F11h5q8djcj!19sChIJ__9TC6hYwokRuEH9jTvpd-8",,No website found,,3.9,31,Laundromat,"1814 3rd Ave, New York, NY 10029, United States",+1 646-692-8833,small laundry in new york city,,
Tai Loong Laundromat,https://www.google.com/maps/place/Tai+Loong+Laundromat/data=!4m7!3m6!1s0x89c25987a5ee0067:0x26fbdfec5e9a56e1!8m2!3d40.7185583!4d-73.9922601!16s%2Fg%2F1thghyw9!19sChIJZwDupYdZwokR4VaaXuzf-yY,,No website found,,4.9,37,Laundromat,"299 Broome St B, New York, NY 10002, United States",+1 212-941-5830,small laundry in new york city,,
Lucky 999 Laundromat,https://www.google.com/maps/place/Lucky+999+Laundromat/data=!4m7!3m6!1s0x89c25984b75cd30f:0xd61d60f4190f0559!8m2!3d40.7257956!4d-73.9899319!16s%2Fg%2F1xcbqjpf!19sChIJD9Nct4RZwokRWQUPGfRgHdY,,No website found,,4.4,50,Laundromat,"55 2nd Ave, New York, NY 10003, United States",+1 212-995-9494,small laundry in new york city,,
Laundry to go Chelsea,https://www.google.com/maps/place/Laundry+to+go+Chelsea/data=!4m7!3m6!1s0x89c259a544f454d1:0xd9c831841dedc805!8m2!3d40.7459608!4d-73.993746!16s%2Fg%2F11g9m992qm!19sChIJ0VT0RKVZwokRBcjtHYQxyNk,,No website found,,4.4,182,Laundromat,"171 W 26th St, New York, NY 10001, United States",+1 212-255-1733,small laundry in new york city,,
Ludlow Laundromat,https://www.google.com/maps/place/Ludlow+Laundromat/data=!4m7!3m6!1s0x89c259d26dba1963:0x3de0f5a5d1432987!8m2!3d40.7173817!4d-73.9899587!16s%2Fg%2F11fl42sxj4!19sChIJYxm6bdJZwokRhylD0aX14D0,http://ludlow-laundromat.jany.io/,Data found,,4.7,76,Laundry service,"67 Ludlow St, New York, NY 10002, United States",+1 347-599-6514,small laundry in new york city,,(347) 599-6514
New York Laundromat,https://www.google.com/maps/place/New+York+Laundromat/data=!4m7!3m6!1s0x89c259bd17d40371:0xd18823f76897de0d!8m2!3d40.738955!4d-73.9962558!16s%2Fg%2F1tjyvj5v!19sChIJcQPUF71ZwokRDd6XaPcjiNE,,No website found,,4.2,34,Laundromat,"105 W 16th St A, New York, NY 10011, United States",+1 212-255-4775,small laundry in new york city,,
Jane Laundromat,https://www.google.com/maps/place/Jane+Laundromat/data=!4m7!3m6!1s0x89c259be2b252a47:0x1ad8634d32745811!8m2!3d40.7384596!4d-74.0035038!16s%2Fg%2F1thmg9jc!19sChIJRyolK75ZwokREVh0Mk1j2Bo,http://www.janelaundromat.com/,No data found,,4.6,65,Laundromat,"50 8th Ave, New York, NY 10014, United States",+1 212-675-4435,small laundry in new york city,,
Rinse - Laundry & Dry Cleaning Delivery,https://www.google.com/maps/place/Rinse+-+Laundry+%26+Dry+Cleaning+Delivery/data=!4m7!3m6!1s0x27a988f4dcdbd9cb:0x2bb890dbcb40c83d!8m2!3d40.709526!4d-73.925558!16s%2Fg%2F11j_5x14yh!19sChIJy9nb3PSIqScRPchAy9uQuCs,https://www.rinse.com/,Data found,,4.6,177,Laundry service,"194 Randolph St, Brooklyn, NY 11237, United States",+1 888-850-2444,small laundry in new york city,care@rinse.com,
Crowning Laundromat,https://www.google.com/maps/place/Crowning+Laundromat/data=!4m7!3m6!1s0x89c2590bd5b863cb:0x914085105d62da7f!8m2!3d40.7397133!4d-73.979793!16s%2Fg%2F11f5h1v0l7!19sChIJy2O41QtZwokRf9piXRCFQJE,,No website found,,4.6,62,Laundry service,"Btw 25th &, 455 2nd Ave, E 26th St, New York, NY 10010, United States",+1 646-707-3101,small laundry in new york city,,
The Laundry Room of Essex,https://www.google.com/maps/place/The+Laundry+Room+of+Essex/data=!4m7!3m6!1s0x89c2598115946e7d:0xc37068eafe713b14!8m2!3d40.7196685!4d-73.9873381!16s%2Fg%2F11c1q95yfz!19sChIJfW6UFYFZwokRFDtx_upocMM,,No website found,,4.0,36,Laundromat,"121 Rivington St, New York, NY 10002, United States",+1 212-475-0070,small laundry in new york city,,
Quick Coin Laundry,https://www.google.com/maps/place/Quick+Coin+Laundry/data=!4m7!3m6!1s0x89c259bc03cc7533:0x9ab136dd1b6fc247!8m2!3d40.7423139!4d-74.0003618!16s%2Fg%2F1vyn4s58!19sChIJM3XMA7xZwokRR8JvG902sZo,,No website found,,4.2,52,Laundromat,"164 8th Ave #1, New York, NY 10011, United States",+1 212-645-0974,small laundry in new york city,,
Madison Supreme Laundromat,https://www.google.com/maps/place/Madison+Supreme+Laundromat/data=!4m7!3m6!1s0x89c25a25dc5ddcb1:0x5a511b908424267f!8m2!3d40.7120159!4d-73.9964435!16s%2Fg%2F1tcxf3cc!19sChIJsdxd3CVawokRfyYkhJAbUVo,,No website found,,4.3,136,Laundromat,"80 Madison St, New York, NY 10002, United States",+1 212-732-9168,small laundry in new york city,,
Ipanema Laundry,https://www.google.com/maps/place/Ipanema+Laundry/data=!4m7!3m6!1s0x89c2f61a6b878117:0x84d6f9571ebc0eb9!8m2!3d40.7991991!4d-73.952069!16s%2Fg%2F1tf71wdt!19sChIJF4GHaxr2wokRuQ68Hlf51oQ,,No website found,,4.2,39,Laundromat,"25 Malcolm X Blvd, New York, NY 10026, United States",+1 212-665-7409,small laundry in new york city,,
One Day Laundromat Inc,https://www.google.com/maps/place/One+Day+Laundromat+Inc/data=!4m7!3m6!1s0x89c2f687d5d2cf2f:0x4b918cc2ef3a1d69!8m2!3d40.8311044!4d-73.9473669!16s%2Fg%2F1hc12_jgf!19sChIJL8_S1Yf2wokRaR0678KMkUs,,No website found,,4.3,32,Laundromat,"3675 Broadway, New York, NY 10031, United States",+1 212-510-8599,small laundry in new york city,,
Mr. Green Laundry,https://www.google.com/maps/place/Mr.+Green+Laundry/data=!4m7!3m6!1s0x89c258515fea096b:0xbd2eb0b4e4acd0d3!8m2!3d40.7611459!4d-73.990276!16s%2Fg%2F1q6j4th8m!19sChIJawnqX1FYwokR09Cs5LSwLr0,,No website found,,4.3,254,Laundry service,"670 9th Ave, New York, NY 10036, United States",+1 212-664-9056,small laundry in new york city,,
New Absolute Laundry & Dry Clean,https://www.google.com/maps/place/New+Absolute+Laundry+%26+Dry+Clean/data=!4m7!3m6!1s0x89c259083a3bd967:0x42181da7530438c2!8m2!3d40.7433169!4d-73.9818252!16s%2Fg%2F11bbtnc8_3!19sChIJZ9k7OghZwokRwjgEU6cdGEI,,No website found,,3.4,106,Laundromat,"137 Lexington Ave, New York, NY 10016, United States",+1 212-213-3006,small laundry in new york city,,
Laundry Mart,https://www.google.com/maps/place/Laundry+Mart/data=!4m7!3m6!1s0x89c259787080bd5b:0xa8fb7e2f88b5da59!8m2!3d40.7235404!4d-73.9824723!16s%2Fg%2F11s8kl42mq!19sChIJW72AcHhZwokRWdq1iC9--6g,,No website found,,4.5,16,Laundromat,"60 Avenue B, New York, NY 10009, United States",,small laundry in new york city,,
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c2590fec38c129:0x46ccc29eda549e0a!8m2!3d40.7591806!4d-73.9613537!16s%2Fg%2F11txvpxqcr!19sChIJKcE47A9ZwokRCp5U2p7CzEY,http://www.msbubblegreen.com/,No data found,,4.4,28,Laundromat,"410 E 59th St, New York, NY 10021, United States",+1 646-478-7975,small laundry in new york city,,
United Laundré,https://www.google.com/maps/place/United+Laundr%C3%A9/data=!4m7!3m6!1s0x89c2f7e885a93c9b:0x65d2f01650d7c11e!8m2!3d40.8095857!4d-73.9511366!16s%2Fg%2F11stg8dch_!19sChIJmzyphej3wokRHsHXUBbw0mU,http://www.unitedlaundre.com/,Data found,,4.6,92,Laundromat,"2320 Frederick Douglass Blvd, New York, NY 10027, United States",+1 212-970-0818,small laundry in new york city,info@unitedlaundre.com,(212) 970-0818
Turbina Laundromat,https://www.google.com/maps/place/Turbina+Laundromat/data=!4m7!3m6!1s0x89c2f41b4961f3bf:0x540bd4b4306628f1!8m2!3d40.8556629!4d-73.9288886!16s%2Fg%2F11c56926xf!19sChIJv_NhSRv0wokR8ShmMLTUC1Q,https://turbinalaundromat.com/,Data found,,4.5,58,Laundromat,"1624 St Nicholas Ave, New York, NY 10040, United States",+1 212-256-0514,small laundry in new york city,eben@eyebytes.com,212-256-0514
Folded,https://www.google.com/maps/place/Folded/data=!4m7!3m6!1s0x89c25983cf57ba59:0x9c4f97a1b46279e8!8m2!3d40.7297398!4d-73.9795254!16s%2Fg%2F11c6l93xyb!19sChIJWbpXz4NZwokR6HlitKGXT5w,https://www.foldedlaundry.com/,Data found,,4.2,101,Dry cleaner,,,small laundry in new york city,folded@foldedlaundry.com,
NEW Tian Tian Laundromat,https://www.google.com/maps/place/NEW+Tian+Tian+Laundromat/data=!4m7!3m6!1s0x89c25986c0b99ae7:0x45190817be89ab2b!8m2!3d40.720316!4d-73.9900845!16s%2Fg%2F1tfzhpgn!19sChIJ55q5wIZZwokRK6uJvhcIGUU,,No website found,,4.3,56,Laundromat,"137 Allen St #1, New York, NY 10002, United States",+1 646-998-4032,small laundry in new york city,,
Laundromatic NYC,https://www.google.com/maps/place/Laundromatic+NYC/data=!4m7!3m6!1s0x89c25b87020fa657:0x4c948743bc82e3c!8m2!3d40.6768!4d-73.938886!16s%2Fg%2F11g6xtsdll!19sChIJV6YPAodbwokRPC7IO3RIyQQ,https://laundromaticnyc.com/,No data found,,4.4,154,Laundromat,"108 Albany Ave, Brooklyn, NY 11213, United States",+1 917-822-4849,small laundry in new york city,,
BI Laundry Corporation,https://www.google.com/maps/place/BI+Laundry+Corporation/data=!4m7!3m6!1s0x89c25851ecdf18ed:0xc6e937a339b15161!8m2!3d40.7622413!4d-73.9932483!16s%2Fg%2F1tkkvssy!19sChIJ7Rjf7FFYwokRYVGxOaM36cY,,No website found,,3.7,38,Laundromat,"656 10th Ave, New York, NY 10036, United States",+1 212-586-6158,small laundry in new york city,,
Suds By The Park Laundry Service,https://www.google.com/maps/place/Suds+By+The+Park+Laundry+Service/data=!4m7!3m6!1s0x89c258856c703793:0x72eac1e9c575dff6!8m2!3d40.7845201!4d-73.9731423!16s%2Fg%2F11b5zzysyk!19sChIJkzdwbIVYwokR9t91xenB6nI,http://www.sudsbythepark.com/,Data found,,4.0,100,Laundry service,"73 W 83rd St, New York, NY 10024, United States",+1 212-875-0688,small laundry in new york city,astigma@astigmatic.com,(212) 875-0688
Quick Coin Four,https://www.google.com/maps/place/Quick+Coin+Four/data=!4m7!3m6!1s0x89c259bb6497d5e5:0x18370bad361f82eb!8m2!3d40.742639!4d-73.9970706!16s%2Fg%2F1tczwv_q!19sChIJ5dWXZLtZwokR64IfNq0LNxg,,No website found,,3.6,78,Laundromat,"between 20 21 st, 178 7th Ave #1, New York, NY 10011, United States",+1 212-206-9989,small laundry in new york city,,
Daily Bubble Laundromat Inc.,https://www.google.com/maps/place/Daily+Bubble+Laundromat+Inc./data=!4m7!3m6!1s0x89c259046593e8a7:0x5856f6a135fe2e6d!8m2!3d40.720596!4d-73.9990023!16s%2Fg%2F11v0qbzydd!19sChIJp-iTZQRZwokRbS7-NaH2Vlg,,No website found,,4.6,18,Laundry service,"176 Lafayette St, New York, NY 10013, United States",+1 212-680-0118,small laundry in new york city,,
Same Day Laundromat,https://www.google.com/maps/place/Same+Day+Laundromat/data=!4m7!3m6!1s0x89c2f66f45ab2879:0x26bf5c53b1417a59!8m2!3d40.8192307!4d-73.9524828!16s%2Fg%2F11bzs2xbwg!19sChIJeSirRW_2wokRWXpBsVNcvyY,,No website found,,4.6,61,Laundromat,"501 W 135th St, New York, NY 10031, United States",+1 212-926-1900,small laundry in new york city,,
Quick Coin Ave B Laundromat,https://www.google.com/maps/place/Quick+Coin+Ave+B+Laundromat/data=!4m7!3m6!1s0x89c259787f9fa20d:0x999f0cdd244fa18d!8m2!3d40.7231032!4d-73.982791!16s%2Fg%2F1tfv60y1!19sChIJDaKff3hZwokRjaFPJN0Mn5k,,No website found,,3.9,35,Laundromat,"46 Avenue B, New York, NY 10009, United States",+1 212-260-4536,small laundry in new york city,,
Bubbles N Go Laundromat,https://www.google.com/maps/place/Bubbles+N+Go+Laundromat/data=!4m7!3m6!1s0x89c25984a2dd2ba7:0x1280cee0ac795aab!8m2!3d40.7224618!4d-73.9847429!16s%2Fg%2F11ffnqw6lc!19sChIJpyvdooRZwokRq1p5rODOgBI,https://www.bubblesngolaundry.com/,No data found,,4.4,80,Laundromat,"173 E 2nd St, New York, NY 10009, United States",+1 212-677-8777,small laundry in new york city,,
Nyc Family Laundromat,https://www.google.com/maps/place/Nyc+Family+Laundromat/data=!4m7!3m6!1s0x89c2f407dd5ed64b:0xa62dc033651a9e58!8m2!3d40.8642845!4d-73.9251098!16s%2Fg%2F1th1v_5f!19sChIJS9Ze3Qf0wokRWJ4aZTPALaY,,No website found,,4.4,28,Laundromat,"110 Sherman Ave, New York, NY 10034, United States",+1 212-569-1600,small laundry in new york city,,
New Fluff-N-Fold Laundry Services Inc,https://www.google.com/maps/place/New+Fluff-N-Fold+Laundry+Services+Inc/data=!4m7!3m6!1s0x89c259bbeb858769:0xa137e8a88c3dc116!8m2!3d40.743607!4d-73.999496!16s%2Fg%2F11b5zvw2p9!19sChIJaYeF67tZwokRFsE9jKjoN6E,,No website found,,3.7,21,Laundromat,"204 8th Ave, New York, NY 10011, United States",+1 212-366-9764,small laundry in new york city,,
ABC Dry Cleaners & Laundromat,https://www.google.com/maps/place/ABC+Dry+Cleaners+%26+Laundromat/data=!4m7!3m6!1s0x89c259955022bf61:0x73bc862003a47bcb!8m2!3d40.7379974!4d-74.005876!16s%2Fg%2F1vg_86fd!19sChIJYb8iUJVZwokRy3ukAyCGvHM,https://sites.google.com/abc-dry-cleaners-laundromat.com/abc-dry-cleaners-laundromat/home,Data found,,4.6,31,Laundromat,"619 Hudson St, New York, NY 10014, United States",+1 212-620-0899,small laundry in new york city,account-withdrawal@google.com,
Zip Laundry Center,https://www.google.com/maps/place/Zip+Laundry+Center/data=!4m7!3m6!1s0x89c259818b85308f:0xc01346575dad4e7a!8m2!3d40.7204295!4d-73.984641!16s%2Fg%2F1tc_m1gt!19sChIJjzCFi4FZwokRek6tXVdGE8A,,No website found,,3.6,76,Laundromat,"164 Stanton St, New York, NY 10002, United States",+1 212-260-0900,small laundry in new york city,,
The Wash NYC,https://www.google.com/maps/place/The+Wash+NYC/data=!4m7!3m6!1s0x89c2f665022a6b1d:0xd707165dc6794319!8m2!3d40.8219805!4d-73.9502685!16s%2Fg%2F1hhh5chzb!19sChIJHWsqAmX2wokRGUN5xl0WB9c,http://thewashlaundry.com/nyc/?utm_source=Google&utm_medium=GMB&utm_campaign=GMB,Data found,,4.0,150,Laundromat,"1616 Amsterdam Ave, New York, NY 10031, United States",+1 646-850-5959,small laundry in new york city,,+1 201 817 8111
Mrs. Bubble's Laundry,https://www.google.com/maps/place/Mrs.+Bubble%27s+Laundry/data=!4m7!3m6!1s0x89c2597f7d53d8eb:0x16275e98332dc3f0!8m2!3d40.7185325!4d-73.9829869!16s%2Fg%2F11c4kp2027!19sChIJ69hTfX9ZwokR8MMtM5heJxY,http://www.mrsbubbleslaundry.com/,Data found,,3.6,77,Laundromat,"202 Rivington St, New York, NY 10002, United States",+1 212-475-0110,small laundry in new york city,hi@mrsbubbleslaundry.com,
Quick Coin One Laundromat,https://www.google.com/maps/place/Quick+Coin+One+Laundromat/data=!4m7!3m6!1s0x89c2599d95365551:0xf2a49452a0b41606!8m2!3d40.729324!4d-73.9843632!16s%2Fg%2F1hc1t36sl!19sChIJUVU2lZ1ZwokRBha0oFKUpPI,http://quick-coin-one-laundromat.slue.io/,Data found,,3.7,55,Laundromat,"175 1st Ave., New York, NY 10003, United States",+1 212-982-1575,small laundry in new york city,addinfo@edan.io,
ASAN Laundromat & Dry Cleaning,https://www.google.com/maps/place/ASAN+Laundromat+%26+Dry+Cleaning/data=!4m7!3m6!1s0x89c258575db3ce9f:0xf7b5f9e88e91929c!8m2!3d40.7653392!4d-73.9910674!16s%2Fg%2F1tflbkrb!19sChIJn86zXVdYwokRnJKRjuj5tfc,http://asan-laundromat.com/,Data found,,3.5,81,Laundromat,"750 10th ave, 465 W 51st St or, New York, NY 10019, United States",+1 212-265-6164,small laundry in new york city,,212-265-6164
New Absolute Laundromat,https://www.google.com/maps/place/New+Absolute+Laundromat/data=!4m7!3m6!1s0x89c259063a007283:0x580fc8429e3f45c7!8m2!3d40.7455297!4d-73.9794341!16s%2Fg%2F1v6p9r_3!19sChIJg3IAOgZZwokRx0U_nkLID1g,,No website found,,3.6,270,Laundromat,"155 E 33rd St, New York, NY 10016, United States",+1 212-481-0888,small laundry in new york city,,
Miss Bubble Laundromat,https://www.google.com/maps/place/Miss+Bubble+Laundromat/data=!4m7!3m6!1s0x89c259dff528614d:0xf11ae266ee557d60!8m2!3d40.7408637!4d-73.9790833!16s%2Fg%2F11st_f3hpj!19sChIJTWEo9d9ZwokRYH1V7mbiGvE,http://www.msbubblegreen.com/,No data found,,4.4,28,Laundry service,"489 2nd Ave, New York, NY 10016, United States",+1 929-640-6280,small laundry in new york city,,
Ten Street Laundromat,https://www.google.com/maps/place/Ten+Street+Laundromat/data=!4m7!3m6!1s0x89c259762b187c41:0xae062429f51838ee!8m2!3d40.7279978!4d-73.9828228!16s%2Fg%2F1v3lqwhr!19sChIJQXwYK3ZZwokR7jgY9SkkBq4,,No website found,,3.9,28,Laundromat,"286 E 10th St #1, New York, NY 10009, United States",+1 212-228-3525,small laundry in new york city,,
York Launderette,https://www.google.com/maps/place/York+Launderette/data=!4m7!3m6!1s0x89c258b9c1378c03:0x8f4dc75fda5834f1!8m2!3d40.7733554!4d-73.9487584!16s%2Fg%2F1tdzgxhw!19sChIJA4w3wblYwokR8TRY2l_HTY8,,No website found,,3.8,41,Laundromat,"1554 York Ave, New York, NY 10028, United States",+1 212-988-2720,small laundry in new york city,,
Washland,https://www.google.com/maps/place/Washland/data=!4m7!3m6!1s0x89c258575d1952d1:0xd7adb9937cf6fe6c!8m2!3d40.7650778!4d-73.9875699!16s%2Fg%2F11bwfm424l!19sChIJ0VIZXVdYwokRbP72fJO5rdc,,No website found,,3.6,152,Laundromat,"794 9th Ave #1, New York, NY 10019, United States",+1 212-664-1829,small laundry in new york city,,
31-A Laundromat,https://www.google.com/maps/place/31-A+Laundromat/data=!4m7!3m6!1s0x89c259f8f0d18ced:0x2fde49cff6409149!8m2!3d40.7233152!4d-73.9857807!16s%2Fg%2F11rv73b0nt!19sChIJ7YzR8PhZwokRSZFA9s9J3i8,http://31alaundromat.com/,Data found,,4.7,31,Laundromat,"31 Avenue A, New York, NY 10009, United States",+1 212-401-6276,small laundry in new york city,31alaudromat@gmail.com,212-401-6276
Min81 Laundromat,https://www.google.com/maps/place/Min81+Laundromat/data=!4m7!3m6!1s0x89c25a2843b69fe1:0x32b257cac5d6ec39!8m2!3d40.715403!4d-73.992991!16s%2Fg%2F1tvw5vmg!19sChIJ4Z-2QyhawokROezWxcpXsjI,,No website found,,4.1,27,Laundromat,"81 Canal St, New York, NY 10002, United States",+1 917-607-8808,small laundry in new york city,,
Green Laundry,https://www.google.com/maps/place/Green+Laundry/data=!4m7!3m6!1s0x89c2f67df8867ab5:0x496edd08ffdc711!8m2!3d40.8280793!4d-73.9420486!16s%2Fg%2F1v6p9sk6!19sChIJtXqG-H32wokREcf9j9DtlgQ,,No website found,,4.3,60,Laundromat,"824 St Nicholas Ave, New York, NY 10031, United States",+1 212-234-3737,small laundry in new york city,,
Clean N’ Green Laundry,https://www.google.com/maps/place/Clean+N%E2%80%99+Green+Laundry/data=!4m7!3m6!1s0x89c25afcae3ea6c9:0x8aa9a98149d47fc7!8m2!3d40.645244!4d-73.9449976!16s%2Fg%2F1vcq8hyq!19sChIJyaY-rvxawokRx3_USYGpqYo,http://www.cleanngreenlaundry.com/,Data found,,4.7,152,Laundry service,,+1 347-725-0404,small laundry in new york city,cleanngreenldrmt@gmail.com,347-725-0404
2117 8th Ave Laundromat Corp.,https://www.google.com/maps/place/2117+8th+Ave+Laundromat+Corp./data=!4m7!3m6!1s0x89c2f616f94a4977:0xe53121cf24e3a611!8m2!3d40.8034928!4d-73.9562676!16s%2Fg%2F1tq6k_s_!19sChIJd0lK-Rb2wokREabjJM8hMeU,,No website found,,4.0,34,Laundromat,"2117 Frederick Douglass Blvd, New York, NY 10026, United States",+1 212-866-4553,small laundry in new york city,,
Wash Rite Laundromat,https://www.google.com/maps/place/Wash+Rite+Laundromat/data=!4m7!3m6!1s0x89c259835aa7f16f:0x130ccb5169bb63ce!8m2!3d40.7255352!4d-73.9881398!16s%2Fg%2F1trxl5v4!19sChIJb_GnWoNZwokRzmO7aVHLDBM,,No website found,,3.9,36,Laundry service,"112 E 4th St Frnt D, New York, NY 10003, United States",+1 212-598-1800,small laundry in new york city,,
On The Go Cleaners,https://www.google.com/maps/place/On+The+Go+Cleaners/data=!4m7!3m6!1s0x89c2590942b8eb0d:0xcfeb33185190db36!8m2!3d40.7551235!4d-73.965973!16s%2Fg%2F11dxswydq2!19sChIJDeu4QglZwokRNtuQURgz688,https://www.onthegocleaners.com/,Data found,,4.8,28,Laundry service,,+1 212-668-4346,small laundry in new york city,support@onthegocleaners.com,
